1.00017	1319	349.353	1.28851
2.00033	1059.35	560.04	1.28852
3.00101	760.49	800.046	1.28852
4.00117	490.759	1014.71	1.28852
5.00129	284.967	1176.47	1.28852
6.00138	155.481	1276.03	1.28853
7.00152	81.5	1330.47	1.28853
8.00163	42.0624	1356.93	1.28853
9.00181	21.6326	1368.04	1.28854
10.0019	10.9838	1371.16	1.28854
11.002	5.56721	1370.05	1.28854
12.0021	2.82502	1366.8	1.28855
13.0024	1.43823	1362.48	1.28855
14.0024	0.73489	1357.64	1.28856
15.0025	0.379994	1352.61	1.28856
16.0026	0.195664	1347.42	1.28856
17.0027	0.100608	1342.13	1.28857
18.0028	0.0518682	1336.84	1.28857
19.0029	0.0268112	1331.54	1.28857
20.003	0.0140428	1326.34	1.28858
21.0031	0.00761981	1321.42	1.28858
22.0032	0.00396911	1316.17	1.28858
23.0033	0.00207289	1310.94	1.28859
24.0034	0.001084	1305.72	1.28859
25.0036	0.000569079	1300.53	1.28859
26.0037	0.000302237	1295.43	1.2886
27.0037	0.000160098	1290.31	1.2886
28.0039	8.48033e-05	1285.19	1.2886
29.004	4.54947e-05	1280.17	1.28861
30.0041	2.41894e-05	1275.08	1.28861
31.0042	1.28779e-05	1270	1.28861
32.0043	6.97759e-06	1265.06	1.28862
33.0044	3.75202e-06	1260.06	1.28862
34.0052	2.02003e-06	1255.07	1.28862
35.0053	1.0916e-06	1250.11	1.28863
36.0053	5.90607e-07	1245.16	1.28863
37.0054	3.22706e-07	1240.29	1.28863
38.0055	1.77181e-07	1235.46	1.28863
39.0056	9.7272e-08	1230.62	1.28864
40.0057	5.94348e-08	1226.65	1.28864
41.0058	3.28104e-08	1221.86	1.28864
42.0061	1.79805e-08	1217.02	1.28865
43.0062	1.00209e-08	1212.3	1.28865
44.0063	5.54424e-09	1207.53	1.28865
