0.1	177	145	-0.176204
0.200044	175	146	-0.176204
0.300106	172	147	-0.176204
0.400155	170	148	-0.176204
0.50018	168	149	-0.176204
0.600242	165	150	-0.176203
0.700265	163	150	-0.176203
0.800287	161	151	-0.176203
0.900313	158	152	-0.176203
1.00038	156	153	-0.176203
1.1004	154	153	-0.176203
1.20041	152	154	-0.176203
1.30043	149	155	-0.176203
1.40044	147	155	-0.176203
1.50046	145	156	-0.176203
1.60046	143	156	-0.176203
1.70048	141	157	-0.176202
1.80053	139	157	-0.176202
1.90054	137	158	-0.176202
2.00055	135	158	-0.176202
2.10058	133	159	-0.176202
2.2006	131	159	-0.176202
2.30062	129	160	-0.176202
2.40065	127	160	-0.176202
2.50067	125	160	-0.176202
2.60069	123	161	-0.176202
2.70072	121	161	-0.176202
2.80074	119	161	-0.176202
2.90075	118	161	-0.176201
3.00076	116	162	-0.176201
3.10077	114	162	-0.176201
3.2008	112	162	-0.176201
3.30081	111	162	-0.176201
3.40085	109	162	-0.176201
3.50086	107	162	-0.176201
3.60087	106	163	-0.176201
3.70088	104	163	-0.176201
3.80089	103	163	-0.176201
3.9009	101	163	-0.1762
4.00091	99	163	-0.1762
4.10093	98	163	-0.1762
4.20095	96	163	-0.1762
4.30097	95	163	-0.1762
4.40099	93	162	-0.1762
4.50101	92	162	-0.1762
4.60103	91	162	-0.1762
4.70106	89	162	-0.1762
4.80106	88	162	-0.1762
4.90108	87	162	-0.1762
5.0011	85	162	-0.176199
5.10112	84	162	-0.176199
5.20115	83	161	-0.176199
5.30117	81	161	-0.176199
5.40118	80	161	-0.176199
5.50118	79	161	-0.176199
5.60119	78	160	-0.176199
5.70121	77	160	-0.176199
5.80122	75	160	-0.176199
5.90123	74	159	-0.176199
6.00125	73	159	-0.176199
6.10127	72	159	-0.176198
6.2013	71	158	-0.176198
6.30132	70	158	-0.176198
6.40134	69	158	-0.176198
6.50137	68	157	-0.176198
6.60144	67	157	-0.176198
6.70146	66	156	-0.176198
6.80147	65	156	-0.176198
6.90147	64	156	-0.176198
7.00148	63	155	-0.176198
7.10149	62	155	-0.176198
7.2015	61	154	-0.176197
7.3015	60	154	-0.176197
7.40151	60	153	-0.176197
7.50152	59	153	-0.176197
7.60153	58	152	-0.176197
7.70155	57	152	-0.176197
7.80158	56	151	-0.176197
7.9016	55	151	-0.176197
8.00162	55	150	-0.176197
8.10163	54	150	-0.176197
8.20164	53	149	-0.176197
8.30165	52	148	-0.176197
8.40166	52	148	-0.176197
8.50169	51	147	-0.176196
8.60171	50	147	-0.176196
8.70173	50	146	-0.176196
8.80176	49	146	-0.176196
8.90178	48	145	-0.176196
9.0018	48	144	-0.176196
9.10182	47	144	-0.176196
9.20184	46	143	-0.176196
9.30186	46	143	-0.176196
9.40189	45	142	-0.176196
9.50191	44	141	-0.176196
9.60193	44	141	-0.176196
9.70196	43	140	-0.176196
9.80198	43	139	-0.176196
9.902	42	139	-0.176195
10.002	42	138	-0.176195
10.102	41	137	-0.176195
10.202	41	137	-0.176195
10.3021	40	136	-0.176195
10.4021	39	136	-0.176195
10.5021	39	135	-0.176195
10.6021	39	134	-0.176195
10.7021	38	134	-0.176195
10.8021	38	133	-0.176195
10.9022	37	132	-0.176195
11.0022	37	132	-0.176195
11.1022	36	131	-0.176195
11.2022	36	130	-0.176195
11.3023	35	130	-0.176195
11.4023	35	129	-0.176194
11.5023	34	128	-0.176194
11.6023	34	128	-0.176194
11.7024	34	127	-0.176194
11.8024	33	126	-0.176194
11.9024	33	126	-0.176194
12.0024	32	125	-0.176194
12.1024	32	124	-0.176194
12.2025	32	124	-0.176194
12.3025	31	123	-0.176194
12.4025	31	122	-0.176194
12.5025	31	122	-0.176194
12.6026	30	121	-0.176194
12.7026	30	120	-0.176194
12.8026	30	120	-0.176194
12.9026	29	119	-0.176194
13.0027	29	118	-0.176194
13.1027	29	118	-0.176194
13.2027	28	117	-0.176194
13.3027	28	116	-0.176193
13.4027	28	116	-0.176193
13.5028	27	115	-0.176193
13.6028	27	114	-0.176193
13.7028	27	114	-0.176193
13.8028	27	113	-0.176193
13.9028	26	112	-0.176193
14.0028	26	112	-0.176193
14.1028	26	111	-0.176193
14.2028	25	110	-0.176193
14.3028	25	110	-0.176193
14.4028	25	109	-0.176193
14.5029	25	108	-0.176193
14.6029	24	108	-0.176193
14.7029	24	107	-0.176193
14.8029	24	106	-0.176193
14.9029	24	106	-0.176193
15.0029	24	105	-0.176193
15.1029	23	104	-0.176193
15.203	23	104	-0.176193
15.303	23	103	-0.176193
15.403	23	102	-0.176193
15.503	22	102	-0.176193
15.603	22	101	-0.176193
15.7031	22	101	-0.176193
15.8031	22	100	-0.176192
15.9031	22	99	-0.176192
16.0031	21	99	-0.176192
16.1031	21	98	-0.176192
16.2031	21	97	-0.176192
16.3031	21	97	-0.176192
16.4032	21	96	-0.176192
16.5032	20	96	-0.176192
16.6032	20	95	-0.176192
16.7032	20	94	-0.176192
16.8032	20	94	-0.176192
16.9032	20	93	-0.176192
17.0032	20	93	-0.176192
17.1032	19	92	-0.176192
17.2033	19	91	-0.176192
17.3033	19	91	-0.176192
17.4033	19	90	-0.176192
17.5033	19	90	-0.176192
17.6033	19	89	-0.176192
17.7033	18	89	-0.176192
17.8033	18	88	-0.176192
17.9033	18	87	-0.176192
18.0033	18	87	-0.176192
18.1033	18	86	-0.176192
18.2034	18	86	-0.176192
18.3034	18	85	-0.176192
18.4034	17	85	-0.176192
18.5034	17	84	-0.176192
18.6034	17	83	-0.176192
18.7034	17	83	-0.176192
18.8035	17	82	-0.176192
18.9035	17	82	-0.176192
19.0035	17	81	-0.176192
19.1035	17	81	-0.176192
19.2035	16	80	-0.176192
19.3036	16	80	-0.176191
19.4036	16	79	-0.176191
19.5036	16	79	-0.176191
19.6036	16	78	-0.176191
19.7036	16	78	-0.176191
19.8036	16	77	-0.176191
19.9037	16	77	-0.176191
20.0037	16	76	-0.176191
20.1037	15	75	-0.176191
20.2037	15	75	-0.176191
20.3038	15	74	-0.176191
20.4038	15	74	-0.176191
20.5038	15	73	-0.176191
20.6038	15	73	-0.176191
20.7039	15	72	-0.176191
20.8039	15	72	-0.176191
20.9039	15	71	-0.176191
21.0039	15	71	-0.176191
21.104	14	71	-0.176191
21.204	14	70	-0.176191
21.304	14	70	-0.176191
21.404	14	69	-0.176191
21.5041	14	69	-0.176191
21.6041	14	68	-0.176191
21.7041	14	68	-0.176191
21.8041	14	67	-0.176191
21.9042	14	67	-0.176191
22.0042	14	66	-0.176191
22.1042	14	66	-0.176191
22.2042	14	65	-0.176191
22.3043	13	65	-0.176191
22.4043	13	64	-0.176191
22.5043	13	64	-0.176191
22.6043	13	64	-0.176191
22.7044	13	63	-0.176191
22.8044	13	63	-0.176191
22.9044	13	62	-0.176191
23.0044	13	62	-0.176191
23.1044	13	61	-0.176191
23.2044	13	61	-0.176191
23.3045	13	61	-0.176191
23.4045	13	60	-0.176191
23.5045	13	60	-0.176191
23.6046	13	59	-0.176191
23.7046	12	59	-0.176191
23.8046	12	58	-0.176191
23.9046	12	58	-0.176191
24.0046	12	58	-0.176191
24.1047	12	57	-0.176191
24.2047	12	57	-0.176191
24.3047	12	56	-0.176191
24.4047	12	56	-0.176191
24.5048	12	56	-0.176191
24.6048	12	55	-0.176191
24.7048	12	55	-0.176191
24.8048	12	54	-0.176191
24.9049	12	54	-0.176191
25.0049	12	54	-0.176191
25.1049	12	53	-0.176191
25.2049	12	53	-0.176191
25.305	12	53	-0.176191
25.405	12	52	-0.176191
25.505	11	52	-0.176191
