1.01001	139.733	158.177	0.179809
2.01023	129.532	166.228	0.179809
3.01039	119.583	174.005	0.179809
4.01049	110.018	181.407	0.179809
5.01061	100.856	188.421	0.179809
6.0107	92.1271	195.024	0.179809
7.01077	84.0474	201.058	0.179809
8.01085	76.2939	206.767	0.179809
9.01099	69.0807	211.992	0.179809
10.0111	62.3941	216.749	0.179809
11.0112	56.216	221.054	0.179809
12.0112	50.6227	224.861	0.17981
13.0113	45.4456	228.291	0.17981
14.0114	41.0401	231.124	0.17981
15.0115	36.7353	233.796	0.17981
16.0125	32.8933	236.083	0.17981
17.013	29.4156	238.055	0.17981
18.013	26.2459	239.749	0.17981
19.0132	23.3941	241.17	0.17981
20.0133	20.8437	242.335	0.17981
21.0134	18.5615	243.272	0.17981
22.0161	16.5186	244.003	0.179811
23.0163	14.758	244.532	0.179811
24.0163	13.1296	244.915	0.179811
25.0164	11.6764	245.149	0.179811
26.0165	10.3832	245.249	0.179811
27.0166	9.23517	245.229	0.179811
28.0167	8.226	245.106	0.179811
29.0168	7.31567	244.887	0.179811
30.0169	6.50846	244.585	0.179811
31.017	5.78994	244.209	0.179812
32.0171	5.153	243.768	0.179812
33.0173	4.58614	243.269	0.179812
