1.00036	1430.3	1290.57	0.75526
2.00052	1314.7	2260.79	0.755261
3.00061	1134.53	3754.78	0.755263
4.00075	911.461	5569.32	0.755268
5.00091	657.622	7563.25	0.755278
6.001	432.275	9215.9	0.755294
7.00162	267.353	10269	0.755315
8.0017	158.178	10780	0.75534
9.00184	92.7214	10888.8	0.755366
10.0019	54.0652	10751.3	0.755392
11.002	31.8297	10474.6	0.755417
12.0021	19.7449	10153.6	0.755439
